time,i_d_ideal,i_q_ideal,i_d_notch,i_q_notch,i_d_ddrrf,i_q_ddrrf,i_d_ama,i_q_ama
0.223650, 0.011539, -0.202001, 0.011821, -0.199449, 0.011814, -0.198222, 0.011578, -0.198252
0.223700, 0.011490, -0.202028, 0.011820, -0.199484, 0.011836, -0.198258, 0.011600, -0.198284
0.223750, 0.011441, -0.202054, 0.011818, -0.199519, 0.011857, -0.198294, 0.011621, -0.198316
0.223800, 0.011391, -0.202078, 0.011816, -0.199553, 0.011878, -0.198331, 0.011641, -0.198348
0.223850, 0.011341, -0.202102, 0.011813, -0.199588, 0.011898, -0.198368, 0.011661, -0.198381
0.223900, 0.011290, -0.202125, 0.011809, -0.199623, 0.011917, -0.198406, 0.011680, -0.198414
0.223950, 0.011239, -0.202147, 0.011805, -0.199657, 0.011936, -0.198443, 0.011699, -0.198447
0.224000, 0.011188, -0.202168, 0.011800, -0.199691, 0.011953, -0.198481, 0.011717, -0.198481
0.224050, 0.011137, -0.202187, 0.011794, -0.199725, 0.011970, -0.198520, 0.011734, -0.198515
0.224100, 0.011085, -0.202206, 0.011788, -0.199759, 0.011986, -0.198558, 0.011751, -0.198549
0.224150, 0.011032, -0.202224, 0.011781, -0.199793, 0.012002, -0.198597, 0.011767, -0.198583
0.224200, 0.010980, -0.202241, 0.011774, -0.199827, 0.012017, -0.198637, 0.011782, -0.198618
0.224250, 0.010927, -0.202257, 0.011765, -0.199860, 0.012031, -0.198676, 0.011796, -0.198653
0.224300, 0.010874, -0.202272, 0.011757, -0.199894, 0.012044, -0.198716, 0.011810, -0.198688
0.224350, 0.010821, -0.202286, 0.011747, -0.199927, 0.012056, -0.198755, 0.011824, -0.198724
0.224400, 0.010768, -0.202298, 0.011737, -0.199960, 0.012068, -0.198796, 0.011836, -0.198759
0.224450, 0.010714, -0.202310, 0.011727, -0.199992, 0.012079, -0.198836, 0.011848, -0.198795
0.224500, 0.010660, -0.202321, 0.011715, -0.200025, 0.012089, -0.198876, 0.011859, -0.198831
0.224550, 0.010607, -0.202331, 0.011704, -0.200057, 0.012099, -0.198917, 0.011870, -0.198868
0.224600, 0.010553, -0.202339, 0.011691, -0.200089, 0.012107, -0.198957, 0.011880, -0.198904
0.224650, 0.010499, -0.202347, 0.011678, -0.200121, 0.012115, -0.198998, 0.011889, -0.198941
0.224700, 0.010444, -0.202354, 0.011665, -0.200152, 0.012122, -0.199039, 0.011897, -0.198977
0.224750, 0.010390, -0.202359, 0.011651, -0.200183, 0.012129, -0.199080, 0.011905, -0.199014
0.224800, 0.010336, -0.202364, 0.011636, -0.200214, 0.012134, -0.199121, 0.011912, -0.199051
0.224850, 0.010282, -0.202368, 0.011621, -0.200244, 0.012139, -0.199162, 0.011918, -0.199088
0.224900, 0.010227, -0.202370, 0.011605, -0.200274, 0.012143, -0.199203, 0.011924, -0.199125
0.224950, 0.010173, -0.202372, 0.011588, -0.200304, 0.012146, -0.199244, 0.011929, -0.199162
0.225000, 0.010119, -0.202372, 0.011571, -0.200334, 0.012148, -0.199285, 0.011933, -0.199199
0.225050, 0.010064, -0.202372, 0.011554, -0.200363, 0.012150, -0.199327, 0.011936, -0.199236
0.225100, 0.010010, -0.202370, 0.011536, -0.200392, 0.012151, -0.199368, 0.011939, -0.199274
0.225150, 0.009956, -0.202368, 0.011517, -0.200420, 0.012151, -0.199409, 0.011941, -0.199311
0.225200, 0.009902, -0.202364, 0.011498, -0.200448, 0.012150, -0.199450, 0.011943, -0.199348
0.225250, 0.009848, -0.202360, 0.011479, -0.200476, 0.012149, -0.199491, 0.011943, -0.199385
0.225300, 0.009795, -0.202354, 0.011459, -0.200503, 0.012147, -0.199532, 0.011943, -0.199423
0.225350, 0.009741, -0.202347, 0.011438, -0.200530, 0.012144, -0.199573, 0.011943, -0.199460
0.225400, 0.009688, -0.202340, 0.011417, -0.200556, 0.012140, -0.199613, 0.011941, -0.199497
0.225450, 0.009635, -0.202331, 0.011396, -0.200582, 0.012135, -0.199654, 0.011939, -0.199534
0.225500, 0.009582, -0.202322, 0.011374, -0.200608, 0.012130, -0.199695, 0.011936, -0.199571
0.225550, 0.009529, -0.202311, 0.011351, -0.200633, 0.012124, -0.199735, 0.011933, -0.199608
0.225600, 0.009477, -0.202300, 0.011329, -0.200657, 0.012117, -0.199775, 0.011928, -0.199644
0.225650, 0.009425, -0.202287, 0.011305, -0.200682, 0.012110, -0.199815, 0.011924, -0.199681
0.225700, 0.009373, -0.202274, 0.011282, -0.200705, 0.012101, -0.199855, 0.011918, -0.199717
0.225750, 0.009321, -0.202259, 0.011257, -0.200729, 0.012092, -0.199895, 0.011912, -0.199754
0.225800, 0.009270, -0.202244, 0.011233, -0.200751, 0.012082, -0.199934, 0.011905, -0.199790
0.225850, 0.009219, -0.202227, 0.011208, -0.200774, 0.012072, -0.199973, 0.011897, -0.199826
0.225900, 0.009169, -0.202210, 0.011183, -0.200795, 0.012061, -0.200012, 0.011889, -0.199862
0.225950, 0.009119, -0.202192, 0.011157, -0.200817, 0.012049, -0.200051, 0.011880, -0.199897
0.226000, 0.009069, -0.202173, 0.011131, -0.200838, 0.012036, -0.200089, 0.011870, -0.199933
0.226050, 0.009020, -0.202153, 0.011104, -0.200858, 0.012023, -0.200128, 0.011860, -0.199968
0.226100, 0.008971, -0.202132, 0.011078, -0.200878, 0.012009, -0.200165, 0.011849, -0.200003
0.226150, 0.008922, -0.202110, 0.011050, -0.200897, 0.011994, -0.200203, 0.011838, -0.200038
0.226200, 0.008874, -0.202087, 0.011023, -0.200915, 0.011978, -0.200240, 0.011826, -0.200072
0.226250, 0.008827, -0.202063, 0.010995, -0.200934, 0.011962, -0.200277, 0.011813, -0.200106
0.226300, 0.008780, -0.202039, 0.010967, -0.200951, 0.011945, -0.200314, 0.011799, -0.200140
0.226350, 0.008734, -0.202014, 0.010939, -0.200968, 0.011928, -0.200350, 0.011785, -0.200174
0.226400, 0.008688, -0.201987, 0.010910, -0.200985, 0.011910, -0.200386, 0.011771, -0.200207
0.226450, 0.008642, -0.201960, 0.010881, -0.201001, 0.011891, -0.200421, 0.011755, -0.200240
0.226500, 0.008597, -0.201933, 0.010852, -0.201016, 0.011871, -0.200456, 0.011739, -0.200273
0.226550, 0.008553, -0.201904, 0.010822, -0.201031, 0.011851, -0.200491, 0.011723, -0.200305
0.226600, 0.008510, -0.201874, 0.010792, -0.201045, 0.011830, -0.200525, 0.011706, -0.200337
0.226650, 0.008466, -0.201844, 0.010762, -0.201059, 0.011809, -0.200559, 0.011688, -0.200369
0.226700, 0.008424, -0.201813, 0.010732, -0.201072, 0.011787, -0.200592, 0.011670, -0.200400
0.226750, 0.008382, -0.201781, 0.010702, -0.201084, 0.011765, -0.200625, 0.011651, -0.200431
0.226800, 0.008341, -0.201749, 0.010671, -0.201096, 0.011741, -0.200657, 0.011632, -0.200462
0.226850, 0.008301, -0.201715, 0.010640, -0.201108, 0.011718, -0.200689, 0.011612, -0.200492
0.226900, 0.008261, -0.201681, 0.010609, -0.201118, 0.011693, -0.200721, 0.011591, -0.200522
0.226950, 0.008222, -0.201647, 0.010578, -0.201128, 0.011668, -0.200752, 0.011570, -0.200551
0.227000, 0.008183, -0.201611, 0.010547, -0.201138, 0.011643, -0.200782, 0.011548, -0.200580
0.227050, 0.008145, -0.201575, 0.010515, -0.201147, 0.011617, -0.200812, 0.011526, -0.200608
0.227100, 0.008108, -0.201538, 0.010484, -0.201155, 0.011590, -0.200842, 0.011504, -0.200636
0.227150, 0.008072, -0.201501, 0.010452, -0.201163, 0.011563, -0.200871, 0.011481, -0.200664
0.227200, 0.008037, -0.201463, 0.010420, -0.201170, 0.011536, -0.200899, 0.011457, -0.200691
0.227250, 0.008002, -0.201424, 0.010388, -0.201177, 0.011508, -0.200927, 0.011433, -0.200717
0.227300, 0.007968, -0.201385, 0.010356, -0.201183, 0.011479, -0.200954, 0.011409, -0.200743
0.227350, 0.007935, -0.201345, 0.010324, -0.201188, 0.011450, -0.200981, 0.011384, -0.200769
0.227400, 0.007902, -0.201305, 0.010292, -0.201193, 0.011421, -0.201007, 0.011358, -0.200794
0.227450, 0.007871, -0.201264, 0.010260, -0.201197, 0.011391, -0.201033, 0.011332, -0.200819
0.227500, 0.007840, -0.201222, 0.010228, -0.201200, 0.011360, -0.201058, 0.011306, -0.200843
0.227550, 0.007810, -0.201180, 0.010195, -0.201203, 0.011329, -0.201082, 0.011279, -0.200866
0.227600, 0.007781, -0.201137, 0.010163, -0.201205, 0.011298, -0.201106, 0.011252, -0.200889
0.227650, 0.007752, -0.201094, 0.010131, -0.201207, 0.011266, -0.201129, 0.011224, -0.200912
0.227700, 0.007725, -0.201050, 0.010098, -0.201208, 0.011234, -0.201151, 0.011196, -0.200934
0.227750, 0.007698, -0.201006, 0.010066, -0.201208, 0.011202, -0.201173, 0.011168, -0.200955
0.227800, 0.007672, -0.200962, 0.010034, -0.201208, 0.011169, -0.201194, 0.011139, -0.200976
0.227850, 0.007647, -0.200917, 0.010002, -0.201207, 0.011136, -0.201215, 0.011110, -0.200996
0.227900, 0.007623, -0.200871, 0.009970, -0.201206, 0.011102, -0.201235, 0.011081, -0.201016
0.227950, 0.007600, -0.200825, 0.009937, -0.201204, 0.011068, -0.201254, 0.011051, -0.201035
0.228000, 0.007578, -0.200779, 0.009905, -0.201201, 0.011034, -0.201273, 0.011021, -0.201054
0.228050, 0.007556, -0.200733, 0.009874, -0.201198, 0.011000, -0.201291, 0.010991, -0.201072
0.228100, 0.007536, -0.200686, 0.009842, -0.201194, 0.010965, -0.201308, 0.010960, -0.201089
0.228150, 0.007516, -0.200638, 0.009810, -0.201190, 0.010930, -0.201325, 0.010929, -0.201106
0.228200, 0.007498, -0.200591, 0.009778, -0.201185, 0.010894, -0.201341, 0.010898, -0.201122
0.228250, 0.007480, -0.200543, 0.009747, -0.201179, 0.010858, -0.201356, 0.010866, -0.201138
0.228300, 0.007463, -0.200495, 0.009715, -0.201173, 0.010823, -0.201370, 0.010834, -0.201152
0.228350, 0.007447, -0.200446, 0.009684, -0.201166, 0.010786, -0.201384, 0.010802, -0.201167
0.228400, 0.007432, -0.200398, 0.009653, -0.201159, 0.010750, -0.201397, 0.010770, -0.201181
0.228450, 0.007418, -0.200349, 0.009622, -0.201151, 0.010713, -0.201410, 0.010737, -0.201194
0.228500, 0.007405, -0.200300, 0.009592, -0.201143, 0.010677, -0.201422, 0.010705, -0.201206
0.228550, 0.007393, -0.200251, 0.009561, -0.201133, 0.010640, -0.201433, 0.010672, -0.201218
0.228600, 0.007382, -0.200201, 0.009531, -0.201124, 0.010603, -0.201443, 0.010639, -0.201229
0.228650, 0.007372, -0.200151, 0.009501, -0.201114, 0.010565, -0.201453, 0.010605, -0.201240
0.228700, 0.007362, -0.200102, 0.009471, -0.201103, 0.010528, -0.201462, 0.010572, -0.201250
0.228750, 0.007354, -0.200052, 0.009442, -0.201092, 0.010490, -0.201470, 0.010538, -0.201259
0.228800, 0.007346, -0.200002, 0.009412, -0.201080, 0.010453, -0.201477, 0.010505, -0.201268
0.228850, 0.007340, -0.199952, 0.009383, -0.201067, 0.010415, -0.201484, 0.010471, -0.201276
0.228900, 0.007334, -0.199902, 0.009354, -0.201055, 0.010377, -0.201490, 0.010437, -0.201283
0.228950, 0.007330, -0.199851, 0.009326, -0.201041, 0.010339, -0.201496, 0.010403, -0.201290
0.229000, 0.007326, -0.199801, 0.009297, -0.201027, 0.010301, -0.201500, 0.010369, -0.201296
0.229050, 0.007323, -0.199751, 0.009269, -0.201013, 0.010263, -0.201504, 0.010334, -0.201301
0.229100, 0.007322, -0.199701, 0.009242, -0.200998, 0.010225, -0.201507, 0.010300, -0.201306
0.229150, 0.007321, -0.199651, 0.009214, -0.200982, 0.010187, -0.201510, 0.010266, -0.201310
0.229200, 0.007321, -0.199601, 0.009187, -0.200966, 0.010149, -0.201511, 0.010231, -0.201313
0.229250, 0.007322, -0.199550, 0.009161, -0.200950, 0.010111, -0.201512, 0.010197, -0.201316
0.229300, 0.007324, -0.199500, 0.009134, -0.200933, 0.010073, -0.201513, 0.010162, -0.201318
0.229350, 0.007327, -0.199451, 0.009108, -0.200915, 0.010035, -0.201512, 0.010128, -0.201320
0.229400, 0.007331, -0.199401, 0.009083, -0.200897, 0.009997, -0.201511, 0.010094, -0.201321
0.229450, 0.007336, -0.199351, 0.009057, -0.200879, 0.009959, -0.201509, 0.010059, -0.201321
0.229500, 0.007342, -0.199302, 0.009032, -0.200860, 0.009922, -0.201507, 0.010025, -0.201320
0.229550, 0.007348, -0.199252, 0.009008, -0.200841, 0.009884, -0.201504, 0.009991, -0.201319
0.229600, 0.007356, -0.199203, 0.008984, -0.200821, 0.009846, -0.201500, 0.009956, -0.201317
0.229650, 0.007365, -0.199154, 0.008960, -0.200801, 0.009809, -0.201495, 0.009922, -0.201315
0.229700, 0.007374, -0.199105, 0.008937, -0.200781, 0.009771, -0.201490, 0.009888, -0.201312
0.229750, 0.007385, -0.199057, 0.008914, -0.200760, 0.009734, -0.201484, 0.009854, -0.201308
0.229800, 0.007396, -0.199008, 0.008891, -0.200738, 0.009697, -0.201477, 0.009820, -0.201304
0.229850, 0.007408, -0.198960, 0.008869, -0.200716, 0.009660, -0.201469, 0.009786, -0.201299
0.229900, 0.007421, -0.198913, 0.008847, -0.200694, 0.009623, -0.201461, 0.009753, -0.201294
0.229950, 0.007435, -0.198865, 0.008826, -0.200672, 0.009587, -0.201452, 0.009719, -0.201287
0.230000, 0.007450, -0.198818, 0.008805, -0.200649, 0.009551, -0.201443, 0.009686, -0.201281
0.230050, 0.007465, -0.198771, 0.008785, -0.200625, 0.009515, -0.201433, 0.009653, -0.201273
0.230100, 0.007482, -0.198725, 0.008765, -0.200602, 0.009479, -0.201422, 0.009620, -0.201265
0.230150, 0.007499, -0.198679, 0.008746, -0.200578, 0.009443, -0.201410, 0.009587, -0.201256
0.230200, 0.007518, -0.198633, 0.008727, -0.200553, 0.009408, -0.201398, 0.009554, -0.201247
0.230250, 0.007537, -0.198588, 0.008709, -0.200529, 0.009373, -0.201385, 0.009522, -0.201237
0.230300, 0.007557, -0.198543, 0.008691, -0.200504, 0.009338, -0.201372, 0.009490, -0.201227
0.230350, 0.007577, -0.198498, 0.008673, -0.200478, 0.009303, -0.201358, 0.009458, -0.201216
0.230400, 0.007599, -0.198454, 0.008656, -0.200453, 0.009269, -0.201343, 0.009426, -0.201204
0.230450, 0.007621, -0.198411, 0.008640, -0.200427, 0.009235, -0.201328, 0.009395, -0.201192
0.230500, 0.007645, -0.198368, 0.008624, -0.200401, 0.009202, -0.201312, 0.009363, -0.201179
0.230550, 0.007669, -0.198325, 0.008609, -0.200374, 0.009168, -0.201295, 0.009332, -0.201166
0.230600, 0.007693, -0.198283, 0.008594, -0.200348, 0.009136, -0.201278, 0.009302, -0.201152
0.230650, 0.007719, -0.198241, 0.008579, -0.200321, 0.009103, -0.201260, 0.009271, -0.201137
0.230700, 0.007745, -0.198200, 0.008565, -0.200293, 0.009071, -0.201242, 0.009241, -0.201122
0.230750, 0.007772, -0.198160, 0.008552, -0.200266, 0.009039, -0.201223, 0.009212, -0.201106
0.230800, 0.007800, -0.198120, 0.008539, -0.200238, 0.009008, -0.201203, 0.009182, -0.201090
0.230850, 0.007828, -0.198080, 0.008527, -0.200210, 0.008977, -0.201183, 0.009153, -0.201074
0.230900, 0.007857, -0.198042, 0.008515, -0.200182, 0.008946, -0.201163, 0.009125, -0.201056
0.230950, 0.007887, -0.198003, 0.008504, -0.200154, 0.008916, -0.201141, 0.009096, -0.201039
0.231000, 0.007918, -0.197966, 0.008493, -0.200126, 0.008886, -0.201120, 0.009068, -0.201020
0.231050, 0.007949, -0.197929, 0.008483, -0.200097, 0.008857, -0.201097, 0.009041, -0.201002
0.231100, 0.007981, -0.197892, 0.008474, -0.200068, 0.008828, -0.201074, 0.009014, -0.200982
0.231150, 0.008013, -0.197856, 0.008465, -0.200039, 0.008800, -0.201051, 0.008987, -0.200962
0.231200, 0.008047, -0.197821, 0.008456, -0.200010, 0.008772, -0.201027, 0.008960, -0.200942
0.231250, 0.008080, -0.197787, 0.008448, -0.199981, 0.008745, -0.201003, 0.008934, -0.200922
0.231300, 0.008115, -0.197753, 0.008441, -0.199952, 0.008718, -0.200978, 0.008909, -0.200900
0.231350, 0.008150, -0.197720, 0.008434, -0.199923, 0.008691, -0.200953, 0.008884, -0.200879
0.231400, 0.008185, -0.197688, 0.008428, -0.199893, 0.008666, -0.200927, 0.008859, -0.200857
0.231450, 0.008221, -0.197656, 0.008422, -0.199863, 0.008640, -0.200901, 0.008835, -0.200834
0.231500, 0.008258, -0.197625, 0.008417, -0.199834, 0.008615, -0.200874, 0.008811, -0.200811
0.231550, 0.008295, -0.197595, 0.008413, -0.199804, 0.008591, -0.200847, 0.008787, -0.200788
0.231600, 0.008333, -0.197565, 0.008409, -0.199774, 0.008567, -0.200819, 0.008765, -0.200764
0.231650, 0.008371, -0.197537, 0.008405, -0.199745, 0.008544, -0.200791, 0.008742, -0.200740
0.231700, 0.008410, -0.197509, 0.008403, -0.199715, 0.008521, -0.200763, 0.008720, -0.200715
0.231750, 0.008450, -0.197481, 0.008400, -0.199685, 0.008499, -0.200734, 0.008699, -0.200690
0.231800, 0.008489, -0.197455, 0.008399, -0.199655, 0.008478, -0.200705, 0.008678, -0.200665
0.231850, 0.008530, -0.197429, 0.008398, -0.199625, 0.008457, -0.200675, 0.008657, -0.200639
0.231900, 0.008570, -0.197404, 0.008397, -0.199595, 0.008436, -0.200645, 0.008637, -0.200613
0.231950, 0.008611, -0.197380, 0.008397, -0.199566, 0.008416, -0.200615, 0.008618, -0.200586
0.232000, 0.008653, -0.197357, 0.008398, -0.199536, 0.008397, -0.200585, 0.008599, -0.200560
0.232050, 0.008695, -0.197334, 0.008399, -0.199506, 0.008378, -0.200554, 0.008581, -0.200533
0.232100, 0.008737, -0.197313, 0.008400, -0.199476, 0.008360, -0.200522, 0.008563, -0.200505
0.232150, 0.008779, -0.197292, 0.008403, -0.199447, 0.008343, -0.200491, 0.008545, -0.200477
0.232200, 0.008822, -0.197272, 0.008405, -0.199417, 0.008326, -0.200459, 0.008529, -0.200449
0.232250, 0.008866, -0.197253, 0.008409, -0.199388, 0.008310, -0.200427, 0.008512, -0.200421
0.232300, 0.008909, -0.197234, 0.008413, -0.199358, 0.008294, -0.200394, 0.008497, -0.200393
0.232350, 0.008953, -0.197217, 0.008417, -0.199329, 0.008280, -0.200362, 0.008482, -0.200364
0.232400, 0.008997, -0.197200, 0.008422, -0.199300, 0.008265, -0.200329, 0.008467, -0.200335
0.232450, 0.009042, -0.197184, 0.008428, -0.199271, 0.008252, -0.200296, 0.008453, -0.200305
0.232500, 0.009086, -0.197169, 0.008434, -0.199242, 0.008238, -0.200262, 0.008440, -0.200276
0.232550, 0.009131, -0.197155, 0.008440, -0.199213, 0.008226, -0.200229, 0.008427, -0.200246
0.232600, 0.009176, -0.197142, 0.008447, -0.199185, 0.008214, -0.200195, 0.008414, -0.200216
0.232650, 0.009222, -0.197129, 0.008455, -0.199156, 0.008203, -0.200161, 0.008403, -0.200186
0.232700, 0.009267, -0.197118, 0.008463, -0.199128, 0.008193, -0.200127, 0.008392, -0.200155
0.232750, 0.009313, -0.197107, 0.008472, -0.199100, 0.008183, -0.200093, 0.008381, -0.200125
0.232800, 0.009359, -0.197097, 0.008481, -0.199072, 0.008174, -0.200058, 0.008371, -0.200094
0.232850, 0.009405, -0.197089, 0.008491, -0.199044, 0.008165, -0.200024, 0.008362, -0.200063
0.232900, 0.009451, -0.197080, 0.008501, -0.199017, 0.008158, -0.199989, 0.008353, -0.200032
0.232950, 0.009497, -0.197073, 0.008512, -0.198990, 0.008150, -0.199954, 0.008345, -0.200001
0.233000, 0.009543, -0.197067, 0.008523, -0.198963, 0.008144, -0.199920, 0.008337, -0.199970
0.233050, 0.009589, -0.197062, 0.008535, -0.198936, 0.008138, -0.199885, 0.008330, -0.199939
0.233100, 0.009636, -0.197057, 0.008547, -0.198910, 0.008133, -0.199850, 0.008324, -0.199907
0.233150, 0.009682, -0.197053, 0.008560, -0.198883, 0.008128, -0.199815, 0.008318, -0.199876
0.233200, 0.009729, -0.197051, 0.008573, -0.198857, 0.008125, -0.199779, 0.008313, -0.199844
0.233250, 0.009775, -0.197049, 0.008587, -0.198832, 0.008121, -0.199744, 0.008308, -0.199812
0.233300, 0.009821, -0.197048, 0.008601, -0.198806, 0.008119, -0.199709, 0.008304, -0.199780
0.233350, 0.009868, -0.197048, 0.008616, -0.198781, 0.008117, -0.199674, 0.008301, -0.199749
0.233400, 0.009914, -0.197048, 0.008631, -0.198756, 0.008116, -0.199639, 0.008298, -0.199717
0.233450, 0.009960, -0.197050, 0.008646, -0.198732, 0.008115, -0.199604, 0.008296, -0.199685
0.233500, 0.010007, -0.197052, 0.008662, -0.198708, 0.008116, -0.199568, 0.008294, -0.199653
0.233550, 0.010053, -0.197056, 0.008679, -0.198684, 0.008116, -0.199533, 0.008293, -0.199621
0.233600, 0.010099, -0.197060, 0.008696, -0.198661, 0.008118, -0.199498, 0.008293, -0.199590
0.233650, 0.010144, -0.197065, 0.008713, -0.198637, 0.008120, -0.199463, 0.008293, -0.199558
0.233700, 0.010190, -0.197071, 0.008730, -0.198615, 0.008123, -0.199428, 0.008294, -0.199526
0.233750, 0.010236, -0.197078, 0.008749, -0.198592, 0.008126, -0.199394, 0.008295, -0.199494
0.233800, 0.010281, -0.197085, 0.008767, -0.198570, 0.008130, -0.199359, 0.008297, -0.199463
0.233850, 0.010326, -0.197094, 0.008786, -0.198548, 0.008135, -0.199324, 0.008300, -0.199431
0.233900, 0.010371, -0.197103, 0.008805, -0.198527, 0.008140, -0.199290, 0.008303, -0.199400
0.233950, 0.010416, -0.197113, 0.008825, -0.198506, 0.008147, -0.199256, 0.008307, -0.199368
0.234000, 0.010460, -0.197124, 0.008845, -0.198486, 0.008153, -0.199221, 0.008311, -0.199337
0.234050, 0.010505, -0.197136, 0.008865, -0.198465, 0.008160, -0.199187, 0.008316, -0.199306
0.234100, 0.010548, -0.197149, 0.008886, -0.198446, 0.008168, -0.199154, 0.008322, -0.199275
0.234150, 0.010592, -0.197162, 0.008907, -0.198426, 0.008177, -0.199120, 0.008328, -0.199244
0.234200, 0.010635, -0.197176, 0.008929, -0.198407, 0.008186, -0.199087, 0.008335, -0.199213
0.234250, 0.010679, -0.197191, 0.008950, -0.198389, 0.008196, -0.199053, 0.008342, -0.199183
0.234300, 0.010721, -0.197207, 0.008972, -0.198371, 0.008206, -0.199020, 0.008350, -0.199152
0.234350, 0.010764, -0.197224, 0.008995, -0.198353, 0.008217, -0.198988, 0.008358, -0.199122
0.234400, 0.010806, -0.197241, 0.009018, -0.198336, 0.008229, -0.198955, 0.008367, -0.199092
0.234450, 0.010847, -0.197259, 0.009041, -0.198319, 0.008241, -0.198923, 0.008376, -0.199062
0.234500, 0.010888, -0.197278, 0.009064, -0.198303, 0.008254, -0.198891, 0.008387, -0.199033
0.234550, 0.010929, -0.197298, 0.009087, -0.198287, 0.008268, -0.198859, 0.008397, -0.199003
0.234600, 0.010970, -0.197318, 0.009111, -0.198272, 0.008282, -0.198828, 0.008408, -0.198974
0.234650, 0.011010, -0.197340, 0.009135, -0.198257, 0.008296, -0.198797, 0.008420, -0.198945
0.234700, 0.011049, -0.197361, 0.009160, -0.198243, 0.008311, -0.198766, 0.008432, -0.198917
0.234750, 0.011088, -0.197384, 0.009184, -0.198229, 0.008327, -0.198735, 0.008445, -0.198888
0.234800, 0.011127, -0.197407, 0.009209, -0.198215, 0.008343, -0.198705, 0.008458, -0.198860
0.234850, 0.011165, -0.197431, 0.009234, -0.198202, 0.008360, -0.198675, 0.008472, -0.198832
0.234900, 0.011203, -0.197456, 0.009260, -0.198190, 0.008377, -0.198646, 0.008486, -0.198805
0.234950, 0.011240, -0.197482, 0.009285, -0.198178, 0.008395, -0.198617, 0.008501, -0.198777
0.235000, 0.011277, -0.197508, 0.009311, -0.198166, 0.008414, -0.198588, 0.008516, -0.198750
0.235050, 0.011313, -0.197534, 0.009337, -0.198155, 0.008433, -0.198559, 0.008532, -0.198724
0.235100, 0.011348, -0.197562, 0.009363, -0.198145, 0.008452, -0.198531, 0.008548, -0.198698
0.235150, 0.011383, -0.197590, 0.009389, -0.198135, 0.008472, -0.198504, 0.008565, -0.198672
0.235200, 0.011418, -0.197618, 0.009415, -0.198125, 0.008493, -0.198477, 0.008582, -0.198646
0.235250, 0.011451, -0.197648, 0.009442, -0.198116, 0.008514, -0.198450, 0.008600, -0.198621
0.235300, 0.011485, -0.197678, 0.009469, -0.198108, 0.008535, -0.198424, 0.008618, -0.198596
0.235350, 0.011517, -0.197708, 0.009495, -0.198100, 0.008557, -0.198398, 0.008637, -0.198571
0.235400, 0.011549, -0.197739, 0.009522, -0.198092, 0.008579, -0.198372, 0.008656, -0.198547
0.235450, 0.011581, -0.197771, 0.009549, -0.198085, 0.008602, -0.198347, 0.008675, -0.198523
0.235500, 0.011612, -0.197803, 0.009576, -0.198079, 0.008625, -0.198323, 0.008695, -0.198500
0.235550, 0.011642, -0.197836, 0.009604, -0.198073, 0.008649, -0.198298, 0.008715, -0.198477
0.235600, 0.011671, -0.197869, 0.009631, -0.198068, 0.008673, -0.198275, 0.008736, -0.198454
0.235650, 0.011700, -0.197903, 0.009658, -0.198063, 0.008698, -0.198252, 0.008757, -0.198432
0.235700, 0.011728, -0.197937, 0.009686, -0.198058, 0.008723, -0.198229, 0.008778, -0.198410
0.235750, 0.011756, -0.197972, 0.009713, -0.198054, 0.008748, -0.198207, 0.008800, -0.198389
0.235800, 0.011782, -0.198007, 0.009741, -0.198051, 0.008774, -0.198185, 0.008823, -0.198368
0.235850, 0.011809, -0.198043, 0.009768, -0.198048, 0.008800, -0.198164, 0.008845, -0.198348
0.235900, 0.011834, -0.198079, 0.009796, -0.198046, 0.008826, -0.198143, 0.008868, -0.198328
0.235950, 0.011859, -0.198115, 0.009824, -0.198044, 0.008853, -0.198123, 0.008892, -0.198308
0.236000, 0.011883, -0.198152, 0.009851, -0.198043, 0.008881, -0.198104, 0.008915, -0.198289
0.236050, 0.011906, -0.198190, 0.009879, -0.198042, 0.008908, -0.198085, 0.008939, -0.198271
0.236100, 0.011928, -0.198228, 0.009906, -0.198042, 0.008936, -0.198066, 0.008964, -0.198253
0.236150, 0.011950, -0.198266, 0.009934, -0.198043, 0.008964, -0.198048, 0.008988, -0.198235
0.236200, 0.011971, -0.198304, 0.009961, -0.198043, 0.008993, -0.198031, 0.009013, -0.198218
0.236250, 0.011992, -0.198343, 0.009989, -0.198045, 0.009021, -0.198014, 0.009038, -0.198201
0.236300, 0.012011, -0.198383, 0.010016, -0.198047, 0.009050, -0.197998, 0.009064, -0.198185
0.236350, 0.012030, -0.198422, 0.010044, -0.198049, 0.009080, -0.197982, 0.009090, -0.198169
0.236400, 0.012048, -0.198462, 0.010071, -0.198052, 0.009109, -0.197967, 0.009116, -0.198154
0.236450, 0.012065, -0.198502, 0.010098, -0.198055, 0.009139, -0.197952, 0.009142, -0.198139
0.236500, 0.012082, -0.198543, 0.010125, -0.198059, 0.009169, -0.197938, 0.009169, -0.198125
0.236550, 0.012097, -0.198584, 0.010152, -0.198064, 0.009200, -0.197925, 0.009196, -0.198112
0.236600, 0.012112, -0.198625, 0.010179, -0.198069, 0.009230, -0.197912, 0.009223, -0.198098
0.236650, 0.012126, -0.198666, 0.010206, -0.198074, 0.009261, -0.197900, 0.009250, -0.198086
0.236700, 0.012140, -0.198707, 0.010232, -0.198080, 0.009292, -0.197888, 0.009277, -0.198074
